title,message_id,timestamp,author,who_it_is_replying_to,parent_message_id
Re: [xz-devel] Compatibility between CMake config file and FindLibLZMA.cmake,20210213234422.6dca845b@tukaani.org,"Sat, 13 Feb 2021 13:44:30 -0800",Lasse Collin,Markus Rickert,43aa7a8e-cf56-3f22-6818-70d19e44b6c1@fortiss.org
Re: [xz-devel] Compatibility between CMake config file and FindLibLZMA.cmake,acdcf8f7-d084-dae2-36c5-081c47b2746c@fortiss.org,"Sun, 14 Feb 2021 07:39:34 -0800",Markus Rickert,Lasse Collin,20210213234422.6dca845b@tukaani.org
No Link Found,LocalLinkMissing_0,N/A,Sebastian Andrzej Siewior,,
"[xz-devel] [RFC 2/2] Add xxHash, XX3 (128bit) for hashing.",20210119233706.kiqylwiajlstxfik@flow,"Tue, 19 Jan 2021 15:37:17 -0800",Sebastian Andrzej Siewior,,
"Re: [xz-devel] [RFC 2/2] Add xxHash, XX3 (128bit) for hashing.",20210120220713.j6ghxhhuxb7cnwy2@flow,"Wed, 20 Jan 2021 14:07:19 -0800",Sebastian Andrzej Siewior,Sebastian Andrzej Siewior,20210119233706.kiqylwiajlstxfik@flow
"Re: [xz-devel] [RFC 2/2] Add xxHash, XX3 (128bit) for hashing.",20210129211357.190360d9@tukaani.org,"Fri, 29 Jan 2021 11:14:06 -0800",Lasse Collin,Sebastian Andrzej Siewior,20210120220713.j6ghxhhuxb7cnwy2@flow
Re: [xz-devel] [PATCH 1/2] Add support openssl's SHA256 implementation,20210120220324.bu6wwfdwtomelf7o@flow,"Wed, 20 Jan 2021 14:03:50 -0800",Sebastian Andrzej Siewior,,
Re: [xz-devel] [PATCH 1/2] Add support ...,NotFound_msg00629.html,Unknown Timestamp,Lasse Collin,Sebastian Andrzej Siewior,20210120220324.bu6wwfdwtomelf7o@flow
Re: [xz-devel] [PATCH 1/2] Add supp...,NotFound_msg00630.html,Unknown Timestamp,Lasse Collin,Lasse Collin,NotFound_msg00629.html
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] java crc64 implementation,20210119190341.01d342f1@tukaani.org,"Tue, 19 Jan 2021 09:04:14 -0800",Lasse Collin,,
Re: [xz-devel] java crc64 implementation,CANBJVOEHvYa439se1EbNnfx-1i+8Kh=-VKtOP9i6sfCL1th4cg@mail.gmail.com,"Thu, 21 Jan 2021 17:57:29 -0800",Brett Okken,Lasse Collin,20210119190341.01d342f1@tukaani.org
Re: [xz-devel] java crc64 implementation,20210202185930.18e2dd94@tukaani.org,"Tue, 02 Feb 2021 08:59:51 -0800",Lasse Collin,Brett Okken,CANBJVOEHvYa439se1EbNnfx-1i+8Kh=-VKtOP9i6sfCL1th4cg@mail.gmail.com
Re: [xz-devel] java crc64 implementation,20210202212320.18193235@tukaani.org,"Tue, 02 Feb 2021 11:23:27 -0800",Lasse Collin,Lasse Collin,20210202185930.18e2dd94@tukaani.org
Re: [xz-devel] java crc64 implementation,CANBJVOEHj49Nvm65y6Rxw2HrgQYaqkxRcY-ARQSfgPq4YJLJhg@mail.gmail.com,"Tue, 02 Feb 2021 11:36:21 -0800",Brett Okken,Lasse Collin,20210202212320.18193235@tukaani.org
Re: [xz-devel] java crc64 implementation,CANBJVOFGe9HucognVxNnjh=q3jkj6aZLTUvQX8chQ9wqiWP3kA@mail.gmail.com,"Tue, 02 Feb 2021 15:29:26 -0800",Brett Okken,Brett Okken,CANBJVOEHj49Nvm65y6Rxw2HrgQYaqkxRcY-ARQSfgPq4YJLJhg@mail.gmail.com
Re: [xz-devel] java crc64 implementation,20210205190738.0d410d86@tukaani.org,"Fri, 05 Feb 2021 09:07:56 -0800",Lasse Collin,Brett Okken,CANBJVOFGe9HucognVxNnjh=q3jkj6aZLTUvQX8chQ9wqiWP3kA@mail.gmail.com
Re: [xz-devel] java crc64 implementation,CANBJVOF_Q-8L_Kfztzhg90CHuMpZPhiw8XChwwnvwSF=7P9rCw@mail.gmail.com,"Fri, 05 Feb 2021 11:21:32 -0800",Brett Okken,Brett Okken,CANBJVOFGe9HucognVxNnjh=q3jkj6aZLTUvQX8chQ9wqiWP3kA@mail.gmail.com
Re: [xz-devel] java crc64 implementation,20210205215437.46df32fd@tukaani.org,"Fri, 05 Feb 2021 11:54:53 -0800",Lasse Collin,Brett Okken,CANBJVOFGe9HucognVxNnjh=q3jkj6aZLTUvQX8chQ9wqiWP3kA@mail.gmail.com
Re: [xz-devel] java crc64 implementation,CANBJVOEbVZhzqxKUdnGvEcEgREi0gGWibzEK=hhYbiJzG7wmLA@mail.gmail.com,"Fri, 05 Feb 2021 12:42:30 -0800",Brett Okken,Brett Okken,CANBJVOFGe9HucognVxNnjh=q3jkj6aZLTUvQX8chQ9wqiWP3kA@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
[xz-devel] Re: java LZDecoder small improvement,CANBJVOEf2PqA0xyfCRKPyf7JZRGebq+BrTaAyfABrjMbwLBCAw@mail.gmail.com,"Mon, 01 Feb 2021 10:49:00 -0800",Brett Okken,,
Re: [xz-devel] Re: java LZDecoder small improvement,20210203225601.5fb82e44@tukaani.org,"Wed, 03 Feb 2021 12:56:11 -0800",Lasse Collin,Brett Okken,CANBJVOEf2PqA0xyfCRKPyf7JZRGebq+BrTaAyfABrjMbwLBCAw@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,CANBJVOENzZKbQV6n9GHMuBrcRVfA7SUGN87UGsh4FXRM+SLhGA@mail.gmail.com,"Wed, 03 Feb 2021 14:12:28 -0800",Brett Okken,Lasse Collin,20210203225601.5fb82e44@tukaani.org
Re: [xz-devel] Re: java LZDecoder small improvement,CANBJVOFjrQCe9s-XDVtK9rE3djTrBqDOhqy-iKCVz4goe+rD3g@mail.gmail.com,"Wed, 03 Feb 2021 19:03:32 -0800",Brett Okken,Brett Okken,CANBJVOENzZKbQV6n9GHMuBrcRVfA7SUGN87UGsh4FXRM+SLhGA@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,20210205182819.12e2b89d@tukaani.org,"Fri, 05 Feb 2021 08:28:28 -0800",Lasse Collin,Brett Okken,CANBJVOFjrQCe9s-XDVtK9rE3djTrBqDOhqy-iKCVz4goe+rD3g@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,CANBJVOFvumStjD308_UxBNqmefw4o4ZdTta5YvKtz+G91++tag@mail.gmail.com,"Fri, 05 Feb 2021 08:52:44 -0800",Brett Okken,Lasse Collin,20210205182819.12e2b89d@tukaani.org
Re: [xz-devel] Re: java LZDecoder small improvement,CANBJVOGMXPa_BC_AJ+nzFYX5aYN5mJZ0LsAe5WArEmBMGK7XWw@mail.gmail.com,"Sat, 06 Feb 2021 08:22:59 -0800",Brett Okken,Brett Okken,CANBJVOFvumStjD308_UxBNqmefw4o4ZdTta5YvKtz+G91++tag@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,20210211205053.7685818b@tukaani.org,"Thu, 11 Feb 2021 10:51:25 -0800",Lasse Collin,Brett Okken,CANBJVOFvumStjD308_UxBNqmefw4o4ZdTta5YvKtz+G91++tag@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,CANBJVOEvNZ72F0Mr+TQqgO6wDd27ONWnOZvVZSrtMqfgO3nrDQ@mail.gmail.com,"Sat, 13 Feb 2021 10:28:44 -0800",Brett Okken,Brett Okken,CANBJVOFvumStjD308_UxBNqmefw4o4ZdTta5YvKtz+G91++tag@mail.gmail.com
Re: [xz-devel] Re: java LZDecoder small improvement,20210227212721.516ef3fe@tukaani.org,"Sat, 27 Feb 2021 11:27:27 -0800",Lasse Collin,Brett Okken,CANBJVOFvumStjD308_UxBNqmefw4o4ZdTta5YvKtz+G91++tag@mail.gmail.com
No Link Found,LocalLinkMissing_0,N/A,Brett Okken,,
Re: [xz-devel] xz-java and newer java,20210108213642.735d3b72@tukaani.org,"Fri, 08 Jan 2021 11:36:50 -0800",Lasse Collin,,
Re: [xz-devel] xz-java and newer java,CANBJVOHo+PgbTQj7y6tCryu6G1+dJaDvgJSBQtqxs1sNkqXYGQ@mail.gmail.com,"Sat, 09 Jan 2021 10:13:43 -0800",Brett Okken,Lasse Collin,20210108213642.735d3b72@tukaani.org
Re: [xz-devel] xz-java and newer java,CANBJVOFj96Egr5xESRuwvjQYCJ99dkvLBktGQh=vaGvfxHt9XQ@mail.gmail.com,"Sat, 09 Jan 2021 10:17:46 -0800",Brett Okken,Brett Okken,CANBJVOHo+PgbTQj7y6tCryu6G1+dJaDvgJSBQtqxs1sNkqXYGQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,20210111180409.3b03df25@tukaani.org,"Mon, 11 Jan 2021 08:04:19 -0800",Lasse Collin,Brett Okken,CANBJVOFj96Egr5xESRuwvjQYCJ99dkvLBktGQh=vaGvfxHt9XQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,CANBJVOFqwCA_9+KU-EvzrwgHC+pRhvPtRaerwGVK6RqqFAkcnQ@mail.gmail.com,"Mon, 11 Jan 2021 16:13:05 -0800",Brett Okken,Lasse Collin,20210111180409.3b03df25@tukaani.org
Re: [xz-devel] xz-java and newer java,CANBJVOF2dQWPBaho5nb80KK--LfKc2QvFESJX+YzErT78gGxiQ@mail.gmail.com,"Tue, 12 Jan 2021 08:17:35 -0800",Brett Okken,Brett Okken,CANBJVOFqwCA_9+KU-EvzrwgHC+pRhvPtRaerwGVK6RqqFAkcnQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,CANBJVOERRGUNLqP5s8NA+Cp=riygtpjXSAT-_3g+eev1-Shj2g@mail.gmail.com,"Wed, 13 Jan 2021 13:30:40 -0800",Brett Okken,Brett Okken,CANBJVOF2dQWPBaho5nb80KK--LfKc2QvFESJX+YzErT78gGxiQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,CANBJVOEaU0YWbsWDCU_zQqJaVPxoNQe_E=vC0a9cbD6aikazCA@mail.gmail.com,"Sat, 16 Jan 2021 13:26:26 -0800",Brett Okken,Brett Okken,CANBJVOF2dQWPBaho5nb80KK--LfKc2QvFESJX+YzErT78gGxiQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,20210118235246.6b175759@tukaani.org,"Mon, 18 Jan 2021 13:53:15 -0800",Lasse Collin,Brett Okken,CANBJVOF2dQWPBaho5nb80KK--LfKc2QvFESJX+YzErT78gGxiQ@mail.gmail.com
Re: [xz-devel] xz-java and newer java,CANBJVOFfRv1haTjeRLX30d9rMFL4QxZrC0+ntU+RuN4+HqOOxQ@mail.gmail.com,"Thu, 21 Jan 2021 17:47:17 -0800",Brett Okken,Brett Okken,CANBJVOF2dQWPBaho5nb80KK--LfKc2QvFESJX+YzErT78gGxiQ@mail.gmail.com
